VKEY;REAL;PZN;UER;RGN;IND;TNP;NNP;ADR;RKC;NAMEP;NAMEN;NEWNUM;NEWKS;PERMFO;SROK;AT1;AT2;TELEF;REGN;OKPO;DT_IZM;CKS;KSNP;DATE_IN;DATE_CH;VKEYDEL;DT_IZMR
;;30;4;40;199178;1;САНКТ-ПЕТЕРБУРГ;3-я линия ВО, 62 лит А;044030001;"Ф-Л АО ""КОММЕРЦБАНК (ЕВРАЗИЯ)"", С-ПЕТЕРБУРГ";"Ф-Л АО ""КОММЕРЦБАНК (ЕВРАЗИЯ)""";044030734;;;00;;;;3333/1;;30.06.2018;;30101810500000000734;;;;
;;15;0;45;107016;1;МОСКВА 701;ул Неглинная, 12;;Д-Т НАЛ. ДЕН. ОБРАЩЕНИЯ БАНКА РОССИИ;Д-Т НАЛ. ДЕН. ОБРАЩЕНИЯ БАНКА;044566002;;;00;;;;;;30.06.2018;;;;;;
;;30;4;22;603003;1;НИЖНИЙ НОВГОРОД;ул Коминтерна, 139;042202001;"ФИЛИАЛ №10 ПАО КБ ""ЦЕНТР-ИНВЕСТ""";"ФИЛИАЛ №10 ПАО КБ ""ЦЕНТР-ИНВЕС";042202717;;;00;;;;2225/10;;30.06.2018;;30101810122020000717;;;;
;;20;4;19;160009;1;ВОЛОГДА;ул Мальцева, 52;041909001;"""СЕВЕРСТРОЙБАНК"" АО";"""СЕВЕРСТРОЙБАНК"" АО";041909707;;;00;;;;3507;;30.06.2018;;30101810300000000707;;;;
;;20;4;45;125009;1;МОСКВА;Б. Кисловский пер, 13;044525000;НКО НКЦ (АО);НКО НКЦ (АО);044525646;;;00;;;;3466-ЦК;;30.06.2018;;30103810345250000646;;;;
;;20;4;40;196084;1;САНКТ-ПЕТЕРБУРГ;ул Черниговская, 8 лит. А пом.;044030001;"ПАО БАНК ""СИАБ""";"ПАО БАНК ""СИАБ""";044030757;;;00;;;;3245;;30.06.2018;;30101810600000000757;;;;
;;20;4;22;606008;1;ДЗЕРЖИНСК;ул Урицкого, 10 Б;042202001;"ПАО КОМБАНК ""ХИМИК""";"ПАО КОМБАНК ""ХИМИК""";042202727;;;00;;;;1114;;30.06.2018;;30101810222020000727;;;;
;;30;4;03;350000;1;КРАСНОДАР;ул им. Гоголя, 68;040349001;ФИЛИАЛ № 2351 БАНКА ВТБ (ПАО);ФИЛИАЛ № 2351 БАНКА ВТБ (ПАО);040349758;;;00;;;;1000/94;;30.06.2018;;30101810703490000758;;;;
;;40;0;04;660947;2;СОЛНЕЧНЫЙ;;;ПУ БАНКА РОССИИ РЕЧНОЕ;ПУ БАНКА РОССИИ РЕЧНОЕ;040486002;;;00;;;;;;30.06.2018;;;;;;
;;30;4;87;169711;1;УСИНСК;ул. 60 лет Октября, д. 12;048718000;"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО) Ф-Л В Г.УСИНСК";"""СЕВЕРНЫЙ НАРОДНЫЙ БАНК"" (ПАО)";048718777;;;00;;;;2721/5;;24.10.2019;;30101810440300087777;;;;
;;10;0;04;663300;1;НОРИЛЬСК;Ленинский пр-т, 18;;РКЦ НОРИЛЬСК;РКЦ НОРИЛЬСК;040495000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;109240;1;МОСКВА;ул Высоцкого, 4;044525000;"ГК ""АГЕНТСТВО ПО СТРАХОВАНИЮ ВКЛАДОВ""";"ГК ""АГЕНТСТВО ПО СТРАХОВАНИЮ В";044525051;;;00;;;;;;30.06.2018;;30127810945250000051;;;;
;;30;4;41;187110;1;КИРИШИ;пр. Ленина, д. 28;044106001;"КИРИШСКИЙ Ф-Л ПАО ""БАНК ""САНКТ-ПЕТЕРБУРГ""";"КИРИШСКИЙ Ф-Л ПАО ""БАНК ""САНКТ";044106871;;;00;;;;436/27;;29.10.2019;;30101810540300000871;;;;
;;30;4;22;603004;1;НИЖНИЙ НОВГОРОД;пр-т Ленина, 100, к 1;042202001;НИЖЕГОРОДСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);НИЖЕГОРОДСКИЙ ФИЛИАЛ БАНКА СОЮ;042202807;;;00;;;;2307/3;;30.06.2018;;30101810922020000807;;;;
;;30;4;65;620075;1;ЕКАТЕРИНБУРГ;ул Мамина-Сибиряка, 145;046577001;"ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ АБ ""РО";046577507;;;00;;;;328/23;;30.06.2018;;30101810965770000507;;;;
;;30;4;71;629300;1;НОВЫЙ УРЕНГОЙ;ул. 26 Съезда КПСС, 4;047186000;Ф-Л БАНКА ГПБ (АО) В Г. НОВОМ УРЕНГОЕ;Ф-Л БАНКА ГПБ (АО) В Г. НОВОМ;047186825;;;00;;;;354/6;;30.10.2019;;30101810665777100825;;;;
;;20;4;94;426009;1;ИЖЕВСК;ул Совхозная, 34;049401001;"ООО ПНКО ""ЭЛПЛАТ""";"ООО ПНКО ""ЭЛПЛАТ""";049401758;;;00;;;;3535-К;;30.06.2018;;30103810822029400758;;;;
;;30;4;45;125040;1;МОСКВА;Ленинградский пр-т, 20, стр 1;044525000;"МОСКОВСКИЙ ФИЛИАЛ АО ""ИК БАНК""";"МОСКОВСКИЙ ФИЛИАЛ АО ""ИК БАНК""";044525086;;;00;;;;1732/1;;30.06.2018;;30101810745250000086;;;;
;;00;0;05;690990;1;ВЛАДИВОСТОК;ул Светланская, 71;;ДАЛЬНЕВОСТОЧНОЕ ГУ БАНКА РОССИИ;ДАЛЬНЕВОСТОЧНОЕ ГУ БАНКА РОССИ;040507001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;40;191025;1;САНКТ-ПЕТЕРБУРГ;Владимирский пр-т, 10 лит А по;044030001;"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ"" ПАО КБ ""УБРИР""";"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ"" П";044030916;;;00;;;;429/22;;30.06.2018;;30101810840300000916;;;;
;;20;4;05;690990;1;ВЛАДИВОСТОК;ул Верхнепортовая, 27 А;040507001;"ПАО ""ДАЛЬНЕВОСТОЧНЫЙ БАНК""";"ПАО ""ДАЛЬНЕВОСТОЧНЫЙ БАНК""";040507705;;;00;;;;843;;30.06.2018;;30101810900000000705;;;;
;;20;4;45;129110;1;МОСКВА;Проспект Мира, д. 69, стр. 1;044525000;"АО ""БКС БАНК""";"АО ""БКС БАНК""";044525631;;;00;;;;101;;15.03.2019;;30101810145250000631;;;;
;;20;4;05;690106;1;ВЛАДИВОСТОК;Партизанский пр-т, 44;040507001;"ПАО СКБ ПРИМОРЬЯ ""ПРИМСОЦБАНК""";"ПАО СКБ ПРИМОРЬЯ ""ПРИМСОЦБАНК""";040507803;;;00;;;;2733;;30.06.2018;;30101810200000000803;;;;
;;10;0;05;692525;1;УССУРИЙСК;ул Некрасова, 102;;РКЦ УССУРИЙСК;РКЦ УССУРИЙСК;040508000;;;00;;;;;;30.06.2018;;;;;;
;;30;4;57;614000;1;ПЕРМЬ;Комсомольский пр-т, 1;045773001;"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В Г.ПЕРМИ";"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В";045773713;;;00;;;;1885/4;;30.06.2018;;30101810900000000713;;;;
;;30;4;08;680000;1;ХАБАРОВСК;Амурский б-р, 18;040813001;"Ф-Л ДАЛЬНЕВОСТОЧНЫЙ ПАО БАНКА ""ФК ОТКРЫТИЕ""";Ф-Л ДАЛЬНЕВОСТОЧНЫЙ ПАО БАНКА;040813704;;;00;;;;2209/51;;30.06.2018;;30101810908130000704;;;;
;;10;0;05;692904;1;НАХОДКА;Находкинский пр-т, 13;;РКЦ НАХОДКА;РКЦ НАХОДКА;040510000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;121099;1;МОСКВА;пер. Прямой, д. 3, стр. 1;044525000;"КОММЕРЧЕСКИЙ БАНК ""ВРБ"" (ООО)";"КОММЕРЧЕСКИЙ БАНК ""ВРБ"" (ООО)";044525935;;;00;;;;3499;;15.03.2019;;30101810045250000935;;;;
;;20;4;22;607189;1;САРОВ;ул Силкина, 13;042202001;"ПАО ""САРОВБИЗНЕСБАНК""";"ПАО ""САРОВБИЗНЕСБАНК""";042202718;;;00;;;;2048;;30.06.2018;;30101810422020000718;;;;
;;20;4;52;644046;1;ОМСК;ул. Маршала Жукова, дом 107;045209001;"АО ""ЭКСПЕРТ БАНК""";"АО ""ЭКСПЕРТ БАНК""";045209701;;;00;;;;2949;;05.09.2018;;30101810450045209701;;;;
;;30;4;08;680000;1;ХАБАРОВСК;ул Муравьёва-Амурского, 18;040813001;ФИЛИАЛ № 2754 БАНКА ВТБ (ПАО);ФИЛИАЛ № 2754 БАНКА ВТБ (ПАО);040813713;;;00;;;;1000/93;;30.06.2018;;30101810708130000713;;;;
;;20;4;45;115093;1;МОСКВА;ул. Щипок, д. 4, стр. 1;044525000;"КБ ""НОВЫЙ ВЕК"" (ООО)";"КБ ""НОВЫЙ ВЕК"" (ООО)";044525517;;;00;;;;3417;;30.06.2018;;30101810845250000517;;;;
;;20;4;65;623406;1;КАМЕНСК-УРАЛЬСКИЙ;ул Октябрьская, 36;046577001;"ПАО ""МЕТКОМБАНК""";"ПАО ""МЕТКОМБАНК""";046577881;;;00;;;;2443;;30.06.2018;;30101810500000000881;;;;
;;20;4;50;630110;1;НОВОСИБИРСК;ул Б. Хмельницкого, 56;045004001;"ООО НКО ""ПЛАТЕЖНЫЙ СТАНДАРТ""";"ООО НКО ""ПЛАТЕЖНЫЙ СТАНДАРТ""";045004814;;;00;;;;3530-К;;30.06.2018;;30103810450040000814;;;;
;;52;0;03;350000;1;КРАСНОДАР;ул Карасунская, 155;;УФК ПО КРАСНОДАРСКОМУ КРАЮ;УФК ПО КРАСНОДАРСКОМУ КРАЮ;040394101;;;00;;;;;;30.06.2018;;;;;;
;;40;0;05;692512;1;УССУРИЙСК 12;ул Советская, 26;;ПУ БАНКА РОССИИ КАЗАЧЬЕ;ПУ БАНКА РОССИИ КАЗАЧЬЕ;040582002;;;00;;;;;;30.06.2018;;;;;;
;;40;0;05;692880;1;ФОКИНО;;;ПУ БАНКА РОССИИ ПРИБРЕЖНОЕ;ПУ БАНКА РОССИИ ПРИБРЕЖНОЕ;040583002;;;00;;;;;;30.06.2018;;;;;;
;;40;0;05;692591;3;СЕРГЕЕВКА;;;ПУ БАНКА РОССИИ ОЗЕРНОЕ;ПУ БАНКА РОССИИ ОЗЕРНОЕ;040587002;;;00;;;;;;30.06.2018;;;;;;
;;30;4;45;107031;1;МОСКВА;ул Рождественка, 10/2, стр 1;044525000;"ФИЛИАЛ ""ЦЕНТРАЛЬНЫЙ"" БАНКА ВТБ (ПАО)";"ФИЛИАЛ ""ЦЕНТРАЛЬНЫЙ"" БАНКА ВТБ";044525411;;;00;;;;1000/81;;30.06.2018;;30101810145250000411;;;;
;;12;0;07;355035;1;СТАВРОПОЛЬ;ул Ленина, 286;;ОТДЕЛЕНИЕ СТАВРОПОЛЬ;ОТДЕЛЕНИЕ СТАВРОПОЛЬ;040702001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;07;355000;1;СТАВРОПОЛЬ;ул Маршала Жукова, 7;040702001;ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. СТАВРОПОЛЕ;ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. СТ;040702788;;;00;;;;1000/9;;30.06.2018;;30101810100000000788;;;;
;;20;4;07;355041;1;СТАВРОПОЛЬ;ул Краснофлотская, 88 А;040702001;ПАО СТАВРОПОЛЬПРОМСТРОЙБАНК;ПАО СТАВРОПОЛЬПРОМСТРОЙБАНК;040702760;;;00;;;;1288;;30.06.2018;;30101810500000000760;;;;
;;30;4;50;630099;1;НОВОСИБИРСК;ул Каменская, 30;045004001;"ФИЛИАЛ ""СИБИРСКИЙ"" БАНКА ВТБ (ПАО)";"ФИЛИАЛ ""СИБИРСКИЙ"" БАНКА ВТБ (";045004788;;;00;;;;1000/87;;30.06.2018;;30101810850040000788;;;;
;;20;4;05;690001;1;ВЛАДИВОСТОК;ул Махалина, 15;040507001;"НКО ""РКЦ ДВ"" (АО)";"НКО ""РКЦ ДВ"" (АО)";040507707;;;00;;;;3318-Р;;30.06.2018;;30103810305070000707;;;;
;;10;0;07;357500;1;ПЯТИГОРСК;проспект Кирова, 25, помещение;;РКЦ ПЯТИГОРСК;РКЦ ПЯТИГОРСК;040708000;;;00;;;;;;30.06.2018;;;;;;
;;30;4;32;650000;1;КЕМЕРОВО;ул Весенняя, 24;043207001;ФИЛИАЛ N 11 ПАО МОСОБЛБАНК;ФИЛИАЛ N 11 ПАО МОСОБЛБАНК;043207757;;;00;;;;1751/11;;30.06.2018;;30101810000000000757;;;;
;;30;4;22;603006;1;НИЖНИЙ НОВГОРОД;ул Ковалихинская, 14/43;042282000;"ФИЛИАЛ ""ПРИВОЛЖСКИЙ"" БАНКА ВТБ (ПАО)";"ФИЛИАЛ ""ПРИВОЛЖСКИЙ"" БАНКА ВТБ";042282728;;;00;;;;1000/83;;30.06.2018;;30101810922020000728;;;;
;;30;4;45;119034;1;МОСКВА;Гагаринский пер, 7-2;044525000;"МОСКОВСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";"МОСКОВСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТ";044525682;;;00;;;;1460/13;;30.06.2018;;30101810945250000682;;;;
;;20;4;36;446001;1;СЫЗРАНЬ;ул Ульяновская, 79;043601001;"ООО ""ЗЕМСКИЙ БАНК""";"ООО ""ЗЕМСКИЙ БАНК""";043601811;;;00;;;;2900;;30.06.2018;;30101810922023601811;;;;
;;20;4;22;607220;1;АРЗАМАС;ул Кирова, 33;042202001;"АО КОМБАНК ""АРЗАМАС""";"АО КОМБАНК ""АРЗАМАС""";042202731;;;00;;;;1281;;30.06.2018;;30101810522020000731;;;;
;;30;4;45;105066;1;МОСКВА;ул. Спартаковская, д. 5, стр.;044525000;"ФИЛИАЛ ЦЕНТРАЛЬНЫЙ ПАО БАНКА ""ФК ОТКРЫТИЕ""";"ФИЛИАЛ ЦЕНТРАЛЬНЫЙ ПАО БАНКА """;044525297;;;00;;;;2209/42;;30.06.2018;;30101810945250000297;;;;
;;40;0;64;694500;4;ЮЖНО-КУРИЛЬСК;ул Гнечко, 1;;ПУ БАНКА РОССИИ ОХОТСКОЕ;ПУ БАНКА РОССИИ ОХОТСКОЕ;046489002;;;00;;;;;;30.06.2018;;;;;;
;;30;4;40;197022;1;САНКТ-ПЕТЕРБУРГ;пр-т Медиков, 9 лит Б пом. 24Н;044030001;Ф-Л БАНКА ИПБ (АО) В Г.СПБ;Ф-Л БАНКА ИПБ (АО) В Г.СПБ;044030767;;;00;;;;600/1;;30.06.2018;;30101810840300000767;;;;
;;10;0;07;357700;1;КИСЛОВОДСК;ул Куйбышева, 68;;РКЦ КИСЛОВОДСК;РКЦ КИСЛОВОДСК;040715000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;05;690091;1;ВЛАДИВОСТОК;ул Адмирала Фокина, 25;040507001;"АО ""СОЛИД БАНК""";"АО ""СОЛИД БАНК""";040507595;;;00;;;;1329;;30.06.2018;;30101810205070000595;;;;
;;30;4;20;394030;1;ВОРОНЕЖ;ул Кольцовская, 31;042007001;ФИЛИАЛ № 3652 БАНКА ВТБ (ПАО);ФИЛИАЛ № 3652 БАНКА ВТБ (ПАО);042007855;;;00;;;;1000/96;;30.06.2018;;30101810545250000855;;;;
;;30;4;36;443001;1;САМАРА;ул Молодогвардейская, 204;043601001;ФИЛИАЛ № 6318 БАНКА ВТБ (ПАО);ФИЛИАЛ № 6318 БАНКА ВТБ (ПАО);043601968;;;00;;;;1000/89;;30.06.2018;;30101810422023601968;;;;
;;30;4;22;603006;1;НИЖНИЙ НОВГОРОД;ул Белинского, 106 А;042202001;"НИЖЕГОРОДСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"НИЖЕГОРОДСКИЙ Ф БАНКА""ВОЗРОЖДЕ";042202716;;;00;;;;1439/45;;30.06.2018;;30101810822020000716;;;;
;;12;0;08;680042;1;ХАБАРОВСК;ул Воронежская, 154;;ОТДЕЛЕНИЕ ХАБАРОВСК;ОТДЕЛЕНИЕ ХАБАРОВСК;040813001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;08;680000;1;ХАБАРОВСК;ул Московская, 7;040813001;ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. ХАБАРОВСКЕ;ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. ХА;040813727;;;00;;;;1000/2;;30.06.2018;;30101810400000000727;;;;
;;30;4;08;680020;1;ХАБАРОВСК;ул Гамарника, 12;040813001;ДАЛЬНЕВОСТОЧНЫЙ БАНК ПАО СБЕРБАНК;ДАЛЬНЕВОСТОЧНЫЙ БАНК ПАО СБЕРБ;040813608;;;00;;;;1481/1654;;30.06.2018;;30101810600000000608;;;;
;;20;4;40;197198;1;САНКТ-ПЕТЕРБУРГ;Большой. пр-т П.С., 25/2 лит А;044030001;"АО ""ЗАУБЕР БАНК""";"АО ""ЗАУБЕР БАНК""";044030925;;;00;;;;1614;;30.06.2018;;30101810640300000925;;;;
;;30;4;00;468320;1;БАЙКОНУР;ул Советской Армии, 11;040037002;"БАЙКОНУРСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"БАЙКОНУРСКИЙ ФИЛИАЛ АБ ""РОССИЯ";040037471;;;00;;;;328/22;;30.06.2018;;30101810000370000471;;;;
;;30;4;65;620014;1;ЕКАТЕРИНБУРГ;ул Маршала Жукова, 10;046577001;"ФИЛИАЛ ""УРАЛЬСКИЙ"" БАНКА ВТБ (ПАО)";"ФИЛИАЛ ""УРАЛЬСКИЙ"" БАНКА ВТБ (";046577545;;;00;;;;1000/88;;30.06.2018;;30101810765770000545;;;;
;;10;0;08;682800;1;СОВЕТСКАЯ ГАВАНЬ;ул Советская, 26;;РКЦ СОВЕТСКАЯ ГАВАНЬ;РКЦ СОВЕТСКАЯ ГАВАНЬ;040816000;;;00;;;;;;30.06.2018;;;;;;
;;10;0;08;681024;1;КОМСОМОЛЬСК-НА-АМУРЕ;пр-т Первостроителей, 19;;РКЦ КОМСОМОЛЬСК-НА-АМУРЕ;РКЦ КОМСОМОЛЬСК-НА-АМУРЕ;040825000;;;00;;;;;;30.06.2018;;;;;;
;;30;4;22;603005;1;НИЖНИЙ НОВГОРОД;ул Минина, 16 А;042202001;"НИЖЕГОРОДСКИЙ Ф-Л ПАО АКБ ""МЕТАЛЛИНВЕСТБАНК""";"НИЖЕГОРОДСКИЙ Ф-Л ПАО АКБ ""МЕТ";042202886;;;00;;;;2440/5;;30.06.2018;;30101810400000000886;;;;
;;30;4;36;445051;1;ТОЛЬЯТТИ;ул Маршала Жукова, 8;043678000;"ФИЛИАЛ АО АКБ ""НОВИКОМБАНК"" В Г. ТОЛЬЯТТИ";"ФИЛИАЛ АО АКБ ""НОВИКОМБАНК"" В";043678944;;;00;;;;2546/4;;30.06.2018;;30101810800000000944;;;;
;;40;0;08;680038;1;ХАБАРОВСК 38;;;ПУ БАНКА РОССИИ ПРИАМУРСКОЕ;ПУ БАНКА РОССИИ ПРИАМУРСКОЕ;040881002;;;00;;;;;;30.06.2018;;;;;;
;;30;4;07;355017;1;СТАВРОПОЛЬ;ул Мира, 319;040702001;"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В Г. СТАВРОПОЛЬ";"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В";040702793;;;00;;;;1885/7;;30.06.2018;;30101810007020000793;;;;
;;40;0;08;680047;1;ХАБАРОВСК 47;;;ПУ БАНКА РОССИИ РЕЧНОЕ;ПУ БАНКА РОССИИ РЕЧНОЕ;040884002;;;00;;;;;;30.06.2018;;;;;;
;;40;0;08;681031;1;КОМСОМОЛЬСК-НА-АМУРЕ 31;;;ПУ БАНКА РОССИИ ТАЕЖНОЕ;ПУ БАНКА РОССИИ ТАЕЖНОЕ;040885002;;;00;;;;;;30.06.2018;;;;;;
;;40;0;08;682971;1;БИКИН-1;Восточный Городок;;ПУ БАНКА РОССИИ СТАНЦИОННОЕ;ПУ БАНКА РОССИИ СТАНЦИОННОЕ;040886002;;;00;;;;;;30.06.2018;;;;;;
;;12;0;10;675000;1;БЛАГОВЕЩЕНСК;пер Святителя Иннокентия, 17;;ОТДЕЛЕНИЕ БЛАГОВЕЩЕНСК;ОТДЕЛЕНИЕ БЛАГОВЕЩЕНСК;041012001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;71;628012;1;ХАНТЫ-МАНСИЙСК;ул Мира, 38;047162000;"Ф-Л ЗАПАДНО-СИБИРСКИЙ ПАО БАНКА ""ФК ОТКРЫТИЕ""";Ф-Л ЗАПАДНО-СИБИРСКИЙ ПАО БАНК;047162812;;;00;;;;2209/43;;30.06.2018;;30101810465777100812;;;;
;;20;4;10;675000;1;БЛАГОВЕЩЕНСК;пер Святителя Иннокентия, 1;041012001;"ПАО КБ ""ВОСТОЧНЫЙ""";"ПАО КБ ""ВОСТОЧНЫЙ""";041012718;;;00;;;;1460;;30.06.2018;;30101810700000000718;;;;
;;30;4;45;117216;1;МОСКВА;ул Старокачаловская, 1-2;044525000;"ТОЧКА ПАО БАНКА ""ФК ОТКРЫТИЕ""";"ТОЧКА ПАО БАНКА ""ФК ОТКРЫТИЕ""";044525999;;;00;;;;2209/50;;30.06.2018;;30101810845250000999;;;;
;;30;4;03;350063;1;КРАСНОДАР;ул Советская, 30;040349001;"ФИЛИАЛ ""КРАСНОДАРСКИЙ"" ООО КБ ""НЭКЛИС-БАНК""";"ФИЛИАЛ ""КРАСНОДАРСКИЙ"" ООО КБ";040349707;;;00;;;;1671/1;;30.06.2018;;30101810500000000707;;;;
;;20;4;10;675000;1;БЛАГОВЕЩЕНСК;ул Амурская, 225;041012001;"""АЗИАТСКО-ТИХООКЕАНСКИЙ БАНК"" (ПАО)";"""АЗИАТСКО-ТИХООКЕАНСКИЙ БАНК""";041012765;;;00;;;;1810;;30.06.2018;;30101810300000000765;;;;
;;10;0;10;676282;1;ТЫНДА;ул Профсоюзная, 12;;РКЦ ТЫНДА;РКЦ ТЫНДА;041013000;;;00;;;;;;30.06.2018;;;;;;
;;30;4;36;443124;1;САМАРА;6 просека, 125;043601001;"САМАРСКИЙ ФИЛИАЛ ПАО ""НЕВСКИЙ БАНК""";"САМАРСКИЙ ФИЛИАЛ ПАО ""НЕВСКИЙ";043601728;;;00;;;;1068/3;;30.06.2018;;30101810222023601728;;;;
;;30;4;07;355003;1;СТАВРОПОЛЬ;ул Ленина, 219;040702001;"ФИЛИАЛ ""СЕВЕРО-КАВКАЗСКИЙ"" БАНКА ВТБ (ПАО)";"ФИЛИАЛ ""СЕВЕРО-КАВКАЗСКИЙ"" БАН";040702802;;;00;;;;1000/85;;30.06.2018;;30101810707020000802;;;;
;;40;0;10;676850;1;БЕЛОГОРСК;ул Кирова, 93;;ПУ БАНКА РОССИИ МАГИСТРАЛЬНОЕ;ПУ БАНКА РОССИИ МАГИСТРАЛЬНОЕ;041081002;;;00;;;;;;30.06.2018;;;;;;
;;52;0;05;690091;1;ВЛАДИВОСТОК;ул Светланская, 69;;УФК ПО ПРИМОРСКОМУ КРАЮ;УФК ПО ПРИМОРСКОМУ КРАЮ;040583102;;;00;;;;;;30.06.2018;;;;;;
;;40;0;45;107016;1;МОСКВА;ул Неглинная, 12;;ПУ БАНКА РОССИИ КРАСНОАРМЕЙСКОЕ;ПУ БАНКА РОССИИ КРАСНОАРМЕЙСКО;044593002;;;00;;;;;;30.06.2018;;;;;;
;;10;0;11;165300;1;КОТЛАС;ул Ленина, 74;;РКЦ КОТЛАС;РКЦ КОТЛАС;041106000;;;00;;;;;;30.06.2018;;;;;;
;;52;0;05;690091;1;ВЛАДИВОСТОК;ул Светланская, 69;;УФК ПО ПРИМОРСКОМУ КРАЮ;УФК ПО ПРИМОРСКОМУ КРАЮ;040582101;;;00;;;;;;30.06.2018;;;;;;
;;30;4;04;660017;1;КРАСНОЯРСК;ул Ленина, 92;040407001;"СИБИРСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";"СИБИРСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТО";040407699;;;00;;;;1460/11;;30.06.2018;;30101810100000000699;;;;
;;30;4;40;191119;1;САНКТ-ПЕТЕРБУРГ;Лиговский пр-т, 108 А;044030001;"ФИЛИАЛ ""СЕВЕРО-ЗАПАДНЫЙ"" БАНКА ВТБ (ПАО)";"ФИЛИАЛ ""СЕВЕРО-ЗАПАДНЫЙ"" БАНКА";044030832;;;00;;;;1000/82;;30.06.2018;;30101810940300000832;;;;
;;20;4;36;443041;1;САМАРА;ул Агибалова, 48;043601001;"КБ ""СПУТНИК"" (ПАО)";"КБ ""СПУТНИК"" (ПАО)";043601806;;;00;;;;1071;;30.06.2018;;30101810322023601806;;;;
;;30;4;01;656056;1;БАРНАУЛ;ул Гоголя, 36;040173001;"СИБИРСКИЙ ФИЛИАЛ АО КБ ""ФОРБАНК""";"СИБИРСКИЙ ФИЛИАЛ АО КБ ""ФОРБАН";040173756;;;00;;;;2063/4;;30.06.2018;;30101810101730000756;;;;
;;30;4;04;660075;1;КРАСНОЯРСК;ул. Маерчака, 10, помещение 4-;040407001;"Ф-Л БАНКА ГПБ (АО) ""ВОСТОЧНО-СИБИРСКИЙ""";"Ф-Л БАНКА ГПБ (АО) ""ВОСТОЧНО-С";040407877;;;00;;;;354/34;;30.06.2018;;30101810100000000877;;;;
;;12;0;11;163000;1;АРХАНГЕЛЬСК;ул Карла Либкнехта, 3;;ОТДЕЛЕНИЕ АРХАНГЕЛЬСК;ОТДЕЛЕНИЕ АРХАНГЕЛЬСК;041117001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;11;163000;1;АРХАНГЕЛЬСК;пр-т Ломоносова, 137;041117001;АРХАНГЕЛЬСКОЕ ОТДЕЛЕНИЕ N 8637 ПАО СБЕРБАНК;АРХАНГЕЛЬСКОЕ ОТДЕЛЕНИЕ N 8637;041117601;;;00;;;;1481/88;;30.06.2018;;30101810100000000601;;;;
;;40;0;45;143210;1;МОЖАЙСК-10;;;ПУ БАНКА РОССИИ ПРИГОРОДНОЕ;ПУ БАНКА РОССИИ ПРИГОРОДНОЕ;044594002;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;107996;1;МОСКВА;ул Рождественка, 8, стр 1;044525000;"АО ""БМ-БАНК""";"АО ""БМ-БАНК""";044525062;;;00;;;;2748;;30.06.2018;;30101810345250000062;;;;
;;30;4;60;344082;1;РОСТОВ-НА-ДОНУ;ул Б. Садовая, 27/47;046015001;"ФИЛИАЛ ""ЮЖНЫЙ"" БАНКА ВТБ (ПАО)";"ФИЛИАЛ ""ЮЖНЫЙ"" БАНКА ВТБ (ПАО)";046015063;;;00;;;;1000/84;;30.06.2018;;30101810160150000063;;;;
;;30;4;40;191186;1;САНКТ-ПЕТЕРБУРГ;Невский пр-т, 26;044030001;"Ф-Л СЕВЕРО-ЗАПАДНЫЙ ПАО БАНК ""ФК ОТКРЫТИЕ""";"Ф-Л СЕВЕРО-ЗАПАДНЫЙ ПАО БАНК """;044030795;;;00;;;;2209/44;;30.06.2018;;30101810540300000795;;;;
